Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
-1.554362880000e-01, 8.011725e-01, 2.198339e-02
-1.527563520000e-01, 8.048364e-01, 1.831949e-02
-1.500764160000e-01, 7.852956e-01, 2.198339e-02
-1.473964800000e-01, 7.743039e-01, 2.320469e-02
-1.447165440000e-01, 7.938447e-01, 2.320469e-02
-1.420366080000e-01, 7.755252e-01, 1.831949e-02
-1.393566720000e-01, 7.865169e-01, 1.954079e-02
-1.366767360000e-01, 8.243772e-01, 2.076209e-02
-1.339968000000e-01, 8.011725e-01, 2.076209e-02
-1.313168640000e-01, 7.767465e-01, 2.198339e-02
-1.286369280000e-01, 7.999512e-01, 2.076209e-02
-1.259569920000e-01, 8.182707e-01, 1.465559e-02
-1.232770560000e-01, 8.219346e-01, 2.198339e-02
-1.205971200000e-01, 8.060577e-01, 2.076209e-02
-1.179171840000e-01, 8.219346e-01, 2.320469e-02
-1.152372480000e-01, 8.109429e-01, 2.198339e-02
-1.125573120000e-01, 8.109429e-01, 2.076209e-02
-1.098773760000e-01, 7.950660e-01, 2.076209e-02
-1.071974400000e-01, 7.975086e-01, 2.076209e-02
-1.045175040000e-01, 8.072790e-01, 1.954079e-02
-1.018375680000e-01, 8.194920e-01, 2.198339e-02
